id_cliente,nome,email,data_primeira_compra,status_cliente,data_churn
CLI-00287,Cliente CLI-00287,user_l-01390@empresa.com,2025-04-28,Ativo,
CLI-00288,Cliente CLI-00288,user_l-01391@empresa.com,2025-05-02,Churned,2025-12-28
CLI-00289,Cliente CLI-00289,user_l-01395@empresa.com,2025-04-23,Churned,2025-08-21
CLI-00290,Cliente CLI-00290,user_l-01403@empresa.com,2025-04-16,Churned,2025-07-15
CLI-00291,Cliente CLI-00291,user_l-01415@empresa.com,2025-04-23,Churned,2025-06-22
CLI-00292,Cliente CLI-00292,user_l-01419@empresa.com,2025-05-09,Ativo,
CLI-00293,Cliente CLI-00293,user_l-01424@empresa.com,2025-05-05,Churned,2025-06-04
CLI-00294,Cliente CLI-00294,user_l-01428@empresa.com,2025-05-03,Churned,2025-09-30
CLI-00295,Cliente CLI-00295,user_l-01431@empresa.com,2025-05-05,Churned,2025-12-31
CLI-00296,Cliente CLI-00296,user_l-01433@empresa.com,2025-04-18,Ativo,
CLI-00297,Cliente CLI-00297,user_l-01445@empresa.com,2025-04-25,Churned,2025-08-23
CLI-00298,Cliente CLI-00298,user_l-01450@empresa.com,2025-05-03,Churned,2025-07-02
CLI-00299,Cliente CLI-00299,user_l-01452@empresa.com,2025-04-28,Churned,2025-06-27
CLI-00300,Cliente CLI-00300,user_l-01455@empresa.com,2025-05-10,Churned,2025-08-08
CLI-00301,Cliente CLI-00301,user_l-01462@empresa.com,2025-05-05,Churned,2025-06-04
CLI-00302,Cliente CLI-00302,user_l-01464@empresa.com,2025-05-07,Churned,2025-09-04
CLI-00303,Cliente CLI-00303,user_l-01466@empresa.com,2025-04-16,Churned,2025-09-13
CLI-00304,Cliente CLI-00304,user_l-01473@empresa.com,2025-04-27,Churned,2025-05-27
CLI-00305,Cliente CLI-00305,user_l-01477@empresa.com,2025-05-09,Churned,2025-09-06
CLI-00306,Cliente CLI-00306,user_l-01492@empresa.com,2025-04-29,Churned,2025-10-26
CLI-00307,Cliente CLI-00307,user_l-01495@empresa.com,2025-05-04,Churned,2025-10-01
CLI-00308,Cliente CLI-00308,user_l-01499@empresa.com,2025-05-10,Ativo,
CLI-00309,Cliente CLI-00309,user_l-01500@empresa.com,2025-04-30,Churned,2025-05-30
CLI-00310,Cliente CLI-00310,user_l-01501@empresa.com,2025-05-11,Churned,2025-07-10
CLI-00311,Cliente CLI-00311,user_l-01502@empresa.com,2025-04-18,Churned,2025-10-15
CLI-00312,Cliente CLI-00312,user_l-01511@empresa.com,2025-04-17,Churned,2025-10-14
CLI-00313,Cliente CLI-00313,user_l-01519@empresa.com,2025-04-20,Churned,2025-09-17
CLI-00314,Cliente CLI-00314,user_l-01521@empresa.com,2025-04-26,Churned,2025-09-23
CLI-00315,Cliente CLI-00315,user_l-01525@empresa.com,2025-04-21,Churned,2025-07-20
CLI-00316,Cliente CLI-00316,user_l-01537@empresa.com,2025-04-21,Churned,2025-09-18
CLI-00317,Cliente CLI-00317,user_l-01559@empresa.com,2025-05-09,Churned,2025-09-06
CLI-00318,Cliente CLI-00318,user_l-01560@empresa.com,2025-05-10,Churned,2025-09-07
CLI-00319,Cliente CLI-00319,user_l-01561@empresa.com,2025-05-02,Churned,2025-12-28
CLI-00320,Cliente CLI-00320,user_l-01566@empresa.com,2025-05-11,Ativo,
CLI-00321,Cliente CLI-00321,user_l-01574@empresa.com,2025-04-23,Churned,2025-07-22
CLI-00322,Cliente CLI-00322,user_l-01579@empresa.com,2025-04-27,Churned,2025-06-26
CLI-00323,Cliente CLI-00323,user_l-01585@empresa.com,2025-04-20,Churned,2025-08-18
CLI-00324,Cliente CLI-00324,user_l-01586@empresa.com,2025-04-21,Churned,2025-12-17
CLI-00325,Cliente CLI-00325,user_l-01592@empresa.com,2025-05-03,Churned,2025-08-31
CLI-00326,Cliente CLI-00326,user_l-01594@empresa.com,2025-05-06,Churned,2025-12-02
CLI-00327,Cliente CLI-00327,user_l-01596@empresa.com,2025-04-29,Churned,2025-08-27
CLI-00328,Cliente CLI-00328,user_l-01597@empresa.com,2025-04-29,Churned,2025-12-25
CLI-00329,Cliente CLI-00329,user_l-01600@empresa.com,2025-05-01,Churned,2025-10-28
CLI-00330,Cliente CLI-00330,user_l-01603@empresa.com,2025-05-28,Churned,2025-11-24
CLI-00331,Cliente CLI-00331,user_l-01604@empresa.com,2025-05-21,Churned,2025-11-17
CLI-00332,Cliente CLI-00332,user_l-01607@empresa.com,2025-06-08,Ativo,
CLI-00333,Cliente CLI-00333,user_l-01609@empresa.com,2025-05-24,Churned,2025-08-22
CLI-00334,Cliente CLI-00334,user_l-01616@empresa.com,2025-05-17,Churned,2025-08-15
CLI-00335,Cliente CLI-00335,user_l-01620@empresa.com,2025-05-31,Churned,2025-09-28
CLI-00336,Cliente CLI-00336,user_l-01628@empresa.com,2025-06-11,Churned,2025-08-10
CLI-00337,Cliente CLI-00337,user_l-01635@empresa.com,2025-06-02,Churned,2025-11-29
CLI-00338,Cliente CLI-00338,user_l-01636@empresa.com,2025-06-06,Churned,2025-12-03
CLI-00339,Cliente CLI-00339,user_l-01637@empresa.com,2025-06-07,Churned,2025-09-05
CLI-00340,Cliente CLI-00340,user_l-01645@empresa.com,2025-05-17,Churned,2025-08-15
CLI-00341,Cliente CLI-00341,user_l-01653@empresa.com,2025-05-20,Ativo,
CLI-00342,Cliente CLI-00342,user_l-01658@empresa.com,2025-06-06,Ativo,
CLI-00343,Cliente CLI-00343,user_l-01683@empresa.com,2025-05-24,Churned,2025-07-23
CLI-00344,Cliente CLI-00344,user_l-01690@empresa.com,2025-06-02,Churned,2025-08-01
CLI-00345,Cliente CLI-00345,user_l-01691@empresa.com,2025-06-07,Churned,2025-09-05
CLI-00346,Cliente CLI-00346,user_l-01696@empresa.com,2025-05-17,Churned,2025-12-13
CLI-00347,Cliente CLI-00347,user_l-01699@empresa.com,2025-06-10,Churned,2025-08-09
CLI-00348,Cliente CLI-00348,user_l-01709@empresa.com,2025-06-06,Ativo,
CLI-00349,Cliente CLI-00349,user_l-01713@empresa.com,2025-05-28,Churned,2025-09-25
CLI-00350,Cliente CLI-00350,user_l-01714@empresa.com,2025-06-02,Churned,2025-08-31
CLI-00351,Cliente CLI-00351,user_l-01715@empresa.com,2025-05-25,Churned,2025-10-22
CLI-00352,Cliente CLI-00352,user_l-01722@empresa.com,2025-05-30,Churned,2025-07-29
CLI-00353,Cliente CLI-00353,user_l-01726@empresa.com,2025-05-27,Churned,2025-08-25
CLI-00354,Cliente CLI-00354,user_l-01735@empresa.com,2025-06-04,Churned,2025-08-03
CLI-00355,Cliente CLI-00355,user_l-01738@empresa.com,2025-06-11,Churned,2025-09-09
CLI-00356,Cliente CLI-00356,user_l-01739@empresa.com,2025-05-18,Ativo,
CLI-00357,Cliente CLI-00357,user_l-01744@empresa.com,2025-06-03,Churned,2025-11-30
CLI-00358,Cliente CLI-00358,user_l-01746@empresa.com,2025-05-20,Ativo,
CLI-00359,Cliente CLI-00359,user_l-01752@empresa.com,2025-06-09,Ativo,
CLI-00360,Cliente CLI-00360,user_l-01753@empresa.com,2025-05-21,Churned,2025-12-17
CLI-00361,Cliente CLI-00361,user_l-01755@empresa.com,2025-05-18,Churned,2025-12-14
CLI-00362,Cliente CLI-00362,user_l-01757@empresa.com,2025-05-21,Churned,2025-10-18
CLI-00363,Cliente CLI-00363,user_l-01760@empresa.com,2025-05-22,Churned,2025-11-18
CLI-00364,Cliente CLI-00364,user_l-01761@empresa.com,2025-06-05,Churned,2025-09-03
CLI-00365,Cliente CLI-00365,user_l-01762@empresa.com,2025-05-25,Churned,2025-09-22
CLI-00366,Cliente CLI-00366,user_l-01763@empresa.com,2025-06-10,Churned,2025-10-08
CLI-00367,Cliente CLI-00367,user_l-01767@empresa.com,2025-05-27,Churned,2025-09-24
CLI-00368,Cliente CLI-00368,user_l-01770@empresa.com,2025-06-03,Churned,2025-08-02
CLI-00369,Cliente CLI-00369,user_l-01779@empresa.com,2025-05-20,Ativo,
CLI-00370,Cliente CLI-00370,user_l-01785@empresa.com,2025-05-27,Ativo,
CLI-00371,Cliente CLI-00371,user_l-01786@empresa.com,2025-05-22,Ativo,
CLI-00372,Cliente CLI-00372,user_l-01787@empresa.com,2025-05-31,Churned,2025-08-29
CLI-00373,Cliente CLI-00373,user_l-01789@empresa.com,2025-05-17,Churned,2025-09-14
CLI-00374,Cliente CLI-00374,user_l-01796@empresa.com,2025-06-09,Churned,2025-09-07
CLI-00375,Cliente CLI-00375,user_l-01798@empresa.com,2025-06-05,Ativo,
CLI-00376,Cliente CLI-00376,user_l-01803@empresa.com,2025-05-22,Churned,2025-08-20
CLI-00377,Cliente CLI-00377,user_l-01806@empresa.com,2025-05-21,Ativo,
CLI-00378,Cliente CLI-00378,user_l-01814@empresa.com,2025-06-06,Churned,2025-11-03
CLI-00379,Cliente CLI-00379,user_l-01815@empresa.com,2025-06-04,Churned,2025-10-02
CLI-00380,Cliente CLI-00380,user_l-01838@empresa.com,2025-05-18,Churned,2025-07-17
CLI-00381,Cliente CLI-00381,user_l-01841@empresa.com,2025-05-29,Churned,2025-07-28
CLI-00382,Cliente CLI-00382,user_l-01842@empresa.com,2025-05-31,Churned,2025-09-28
CLI-00383,Cliente CLI-00383,user_l-01852@empresa.com,2025-05-29,Churned,2025-10-26
CLI-00384,Cliente CLI-00384,user_l-01853@empresa.com,2025-05-18,Churned,2025-12-14
CLI-00385,Cliente CLI-00385,user_l-01856@empresa.com,2025-06-09,Churned,2025-08-08
CLI-00386,Cliente CLI-00386,user_l-01860@empresa.com,2025-06-01,Churned,2025-10-29
CLI-00387,Cliente CLI-00387,user_l-01862@empresa.com,2025-06-04,Churned,2025-09-02
CLI-00388,Cliente CLI-00388,user_l-01863@empresa.com,2025-05-30,Churned,2025-11-26
CLI-00389,Cliente CLI-00389,user_l-01867@empresa.com,2025-06-05,Ativo,
CLI-00390,Cliente CLI-00390,user_l-01876@empresa.com,2025-06-10,Ativo,
CLI-00391,Cliente CLI-00391,user_l-01887@empresa.com,2025-06-04,Churned,2025-07-04
CLI-00392,Cliente CLI-00392,user_l-01892@empresa.com,2025-06-02,Ativo,
CLI-00393,Cliente CLI-00393,user_l-01894@empresa.com,2025-05-23,Churned,2025-10-20
CLI-00394,Cliente CLI-00394,user_l-01900@empresa.com,2025-05-20,Churned,2025-07-19
CLI-00395,Cliente CLI-00395,user_l-01902@empresa.com,2025-06-10,Ativo,
CLI-00396,Cliente CLI-00396,user_l-01910@empresa.com,2025-06-04,Churned,2025-09-02
CLI-00397,Cliente CLI-00397,user_l-01923@empresa.com,2025-06-05,Churned,2025-09-03
CLI-00398,Cliente CLI-00398,user_l-01924@empresa.com,2025-05-21,Churned,2025-07-20
CLI-00399,Cliente CLI-00399,user_l-01938@empresa.com,2025-05-25,Ativo,
CLI-00400,Cliente CLI-00400,user_l-01943@empresa.com,2025-05-25,Churned,2025-08-23
CLI-00401,Cliente CLI-00401,user_l-01945@empresa.com,2025-05-19,Churned,2025-11-15
CLI-00402,Cliente CLI-00402,user_l-01946@empresa.com,2025-05-31,Churned,2025-07-30
CLI-00403,Cliente CLI-00403,user_l-01950@empresa.com,2025-05-16,Churned,2025-08-14
CLI-00404,Cliente CLI-00404,user_l-01953@empresa.com,2025-06-05,Churned,2025-10-03
CLI-00405,Cliente CLI-00405,user_l-01966@empresa.com,2025-05-16,Ativo,
CLI-00406,Cliente CLI-00406,user_l-01971@empresa.com,2025-06-06,Churned,2025-09-04
CLI-00407,Cliente CLI-00407,user_l-01974@empresa.com,2025-05-31,Churned,2025-09-28
CLI-00408,Cliente CLI-00408,user_l-01979@empresa.com,2025-05-27,Churned,2025-06-26
CLI-00409,Cliente CLI-00409,user_l-01980@empresa.com,2025-05-26,Ativo,
CLI-00410,Cliente CLI-00410,user_l-01982@empresa.com,2025-05-17,Churned,2025-08-15
CLI-00411,Cliente CLI-00411,user_l-02015@empresa.com,2025-07-06,Churned,2025-12-03
CLI-00412,Cliente CLI-00412,user_l-02025@empresa.com,2025-06-25,Churned,2025-09-23
CLI-00413,Cliente CLI-00413,user_l-02028@empresa.com,2025-07-06,Churned,2025-08-05
CLI-00414,Cliente CLI-00414,user_l-02034@empresa.com,2025-06-22,Churned,2025-07-22
CLI-00415,Cliente CLI-00415,user_l-02058@empresa.com,2025-06-29,Churned,2025-09-27
CLI-00416,Cliente CLI-00416,user_l-02061@empresa.com,2025-07-08,Churned,2025-08-07
CLI-00417,Cliente CLI-00417,user_l-02078@empresa.com,2025-06-20,Churned,2025-09-18
CLI-00418,Cliente CLI-00418,user_l-02083@empresa.com,2025-06-27,Churned,2025-07-27
CLI-00419,Cliente CLI-00419,user_l-02087@empresa.com,2025-06-30,Churned,2025-08-29
CLI-00420,Cliente CLI-00420,user_l-02094@empresa.com,2025-07-02,Churned,2025-08-01
CLI-00421,Cliente CLI-00421,user_l-02102@empresa.com,2025-06-29,Churned,2025-09-27
CLI-00422,Cliente CLI-00422,user_l-02115@empresa.com,2025-06-28,Churned,2025-09-26
CLI-00423,Cliente CLI-00423,user_l-02160@empresa.com,2025-07-01,Churned,2025-11-28
CLI-00424,Cliente CLI-00424,user_l-02162@empresa.com,2025-06-21,Churned,2025-07-21
CLI-00425,Cliente CLI-00425,user_l-02194@empresa.com,2025-06-25,Ativo,
CLI-00426,Cliente CLI-00426,user_l-02197@empresa.com,2025-06-18,Ativo,
CLI-00427,Cliente CLI-00427,user_l-02206@empresa.com,2025-06-30,Churned,2025-12-27
CLI-00428,Cliente CLI-00428,user_l-02217@empresa.com,2025-06-17,Churned,2025-07-17
CLI-00429,Cliente CLI-00429,user_l-02223@empresa.com,2025-06-24,Ativo,
CLI-00430,Cliente CLI-00430,user_l-02245@empresa.com,2025-07-11,Churned,2025-09-09
CLI-00431,Cliente CLI-00431,user_l-02249@empresa.com,2025-07-08,Churned,2025-08-07
CLI-00432,Cliente CLI-00432,user_l-02254@empresa.com,2025-06-21,Churned,2025-11-18
CLI-00433,Cliente CLI-00433,user_l-02255@empresa.com,2025-07-02,Churned,2025-08-31
CLI-00434,Cliente CLI-00434,user_l-02262@empresa.com,2025-07-10,Churned,2025-08-09
CLI-00435,Cliente CLI-00435,user_l-02264@empresa.com,2025-06-20,Churned,2025-07-20
CLI-00436,Cliente CLI-00436,user_l-02276@empresa.com,2025-07-10,Churned,2025-08-09
CLI-00437,Cliente CLI-00437,user_l-02288@empresa.com,2025-06-25,Churned,2025-07-25
CLI-00438,Cliente CLI-00438,user_l-02292@empresa.com,2025-07-08,Ativo,
CLI-00439,Cliente CLI-00439,user_l-02304@empresa.com,2025-06-21,Churned,2025-08-20
CLI-00440,Cliente CLI-00440,user_l-02318@empresa.com,2025-07-10,Churned,2025-08-09
CLI-00441,Cliente CLI-00441,user_l-02339@empresa.com,2025-07-05,Churned,2025-10-03
CLI-00442,Cliente CLI-00442,user_l-02386@empresa.com,2025-07-09,Churned,2025-08-08
CLI-00443,Cliente CLI-00443,user_l-02388@empresa.com,2025-07-10,Churned,2025-10-08
CLI-00444,Cliente CLI-00444,user_l-02389@empresa.com,2025-06-17,Churned,2025-07-17
CLI-00445,Cliente CLI-00445,user_l-02394@empresa.com,2025-06-20,Ativo,
CLI-00446,Cliente CLI-00446,user_l-02399@empresa.com,2025-07-06,Churned,2025-10-04
CLI-00447,Cliente CLI-00447,user_l-02408@empresa.com,2025-06-16,Churned,2025-07-16
CLI-00448,Cliente CLI-00448,user_l-02416@empresa.com,2025-06-29,Churned,2025-07-29
CLI-00449,Cliente CLI-00449,user_l-02418@empresa.com,2025-06-29,Churned,2025-08-28
CLI-00450,Cliente CLI-00450,user_l-02431@empresa.com,2025-07-01,Ativo,
CLI-00451,Cliente CLI-00451,user_l-02436@empresa.com,2025-07-11,Ativo,
CLI-00452,Cliente CLI-00452,user_l-02448@empresa.com,2025-06-17,Churned,2025-07-17
CLI-00453,Cliente CLI-00453,user_l-02451@empresa.com,2025-06-19,Churned,2025-08-18
CLI-00454,Cliente CLI-00454,user_l-02452@empresa.com,2025-06-22,Churned,2025-07-22
CLI-00455,Cliente CLI-00455,user_l-02457@empresa.com,2025-06-24,Churned,2025-07-24
CLI-00456,Cliente CLI-00456,user_l-02458@empresa.com,2025-07-02,Churned,2025-12-29
CLI-00457,Cliente CLI-00457,user_l-02463@empresa.com,2025-07-07,Churned,2025-08-06
CLI-00458,Cliente CLI-00458,user_l-02464@empresa.com,2025-07-03,Churned,2025-08-02
CLI-00459,Cliente CLI-00459,user_l-02466@empresa.com,2025-06-19,Churned,2025-09-17
CLI-00460,Cliente CLI-00460,user_l-02479@empresa.com,2025-06-27,Churned,2025-09-25
CLI-00461,Cliente CLI-00461,user_l-02502@empresa.com,2025-07-09,Churned,2025-10-07
CLI-00462,Cliente CLI-00462,user_l-02508@empresa.com,2025-06-19,Churned,2025-07-19
CLI-00463,Cliente CLI-00463,user_l-02509@empresa.com,2025-06-24,Churned,2025-11-21
CLI-00464,Cliente CLI-00464,user_l-02520@empresa.com,2025-07-09,Churned,2025-08-08
CLI-00465,Cliente CLI-00465,user_l-02526@empresa.com,2025-07-11,Churned,2025-09-09
CLI-00466,Cliente CLI-00466,user_l-02536@empresa.com,2025-06-29,Churned,2025-09-27
CLI-00467,Cliente CLI-00467,user_l-02550@empresa.com,2025-07-04,Churned,2025-09-02
CLI-00468,Cliente CLI-00468,user_l-02558@empresa.com,2025-06-26,Churned,2025-08-25
CLI-00469,Cliente CLI-00469,user_l-02567@empresa.com,2025-07-08,Ativo,
CLI-00470,Cliente CLI-00470,user_l-02598@empresa.com,2025-07-10,Churned,2025-08-09
CLI-00471,Cliente CLI-00471,user_l-02607@empresa.com,2025-06-21,Ativo,
CLI-00472,Cliente CLI-00472,user_l-02611@empresa.com,2025-06-21,Churned,2025-07-21
CLI-00473,Cliente CLI-00473,user_l-02613@empresa.com,2025-06-16,Churned,2025-08-15
CLI-00474,Cliente CLI-00474,user_l-02618@empresa.com,2025-06-16,Churned,2025-09-14
CLI-00475,Cliente CLI-00475,user_l-02619@empresa.com,2025-06-25,Churned,2025-07-25
CLI-00476,Cliente CLI-00476,user_l-02620@empresa.com,2025-06-15,Churned,2025-08-14
CLI-00477,Cliente CLI-00477,user_l-02621@empresa.com,2025-06-17,Churned,2025-07-17
CLI-00478,Cliente CLI-00478,user_l-02625@empresa.com,2025-06-15,Churned,2025-07-15
CLI-00479,Cliente CLI-00479,user_l-02626@empresa.com,2025-07-11,Churned,2025-08-10
CLI-00480,Cliente CLI-00480,user_l-02650@empresa.com,2025-06-22,Churned,2025-07-22
CLI-00481,Cliente CLI-00481,user_l-02656@empresa.com,2025-07-06,Churned,2025-08-05
CLI-00482,Cliente CLI-00482,user_l-02672@empresa.com,2025-06-16,Ativo,
CLI-00483,Cliente CLI-00483,user_l-02677@empresa.com,2025-06-28,Churned,2025-10-26
CLI-00484,Cliente CLI-00484,user_l-02692@empresa.com,2025-07-01,Churned,2025-07-31
CLI-00485,Cliente CLI-00485,user_l-02695@empresa.com,2025-06-26,Churned,2025-12-23
CLI-00486,Cliente CLI-00486,user_l-02715@empresa.com,2025-07-11,Churned,2025-08-10
CLI-00487,Cliente CLI-00487,user_l-02726@empresa.com,2025-06-27,Churned,2025-07-27
CLI-00488,Cliente CLI-00488,user_l-02730@empresa.com,2025-06-17,Churned,2025-07-17
CLI-00489,Cliente CLI-00489,user_l-02753@empresa.com,2025-07-08,Ativo,
CLI-00490,Cliente CLI-00490,user_l-02757@empresa.com,2025-06-18,Churned,2025-07-18
CLI-00491,Cliente CLI-00491,user_l-02758@empresa.com,2025-06-25,Churned,2025-07-25
CLI-00492,Cliente CLI-00492,user_l-02760@empresa.com,2025-06-23,Ativo,
CLI-00493,Cliente CLI-00493,user_l-02782@empresa.com,2025-06-21,Churned,2025-07-21
CLI-00494,Cliente CLI-00494,user_l-02795@empresa.com,2025-06-25,Churned,2025-07-25
CLI-00495,Cliente CLI-00495,user_l-02801@empresa.com,2025-07-07,Ativo,
CLI-00496,Cliente CLI-00496,user_l-02803@empresa.com,2025-06-29,Churned,2025-10-27
CLI-00497,Cliente CLI-00497,user_l-02816@empresa.com,2025-06-26,Churned,2025-07-26
CLI-00498,Cliente CLI-00498,user_l-02837@empresa.com,2025-06-20,Churned,2025-10-18
CLI-00499,Cliente CLI-00499,user_l-02845@empresa.com,2025-06-21,Churned,2025-09-19
CLI-00500,Cliente CLI-00500,user_l-02850@empresa.com,2025-07-07,Churned,2025-09-05
CLI-00501,Cliente CLI-00501,user_l-02853@empresa.com,2025-06-27,Churned,2025-07-27
CLI-00502,Cliente CLI-00502,user_l-02862@empresa.com,2025-06-21,Churned,2025-07-21
CLI-00503,Cliente CLI-00503,user_l-02869@empresa.com,2025-06-16,Churned,2025-11-13
CLI-00504,Cliente CLI-00504,user_l-02898@empresa.com,2025-07-11,Churned,2025-08-10
CLI-00505,Cliente CLI-00505,user_l-02907@empresa.com,2025-06-26,Churned,2025-07-26
CLI-00506,Cliente CLI-00506,user_l-02936@empresa.com,2025-06-29,Churned,2025-07-29
CLI-00507,Cliente CLI-00507,user_l-02944@empresa.com,2025-07-04,Churned,2025-11-01
CLI-00508,Cliente CLI-00508,user_l-02946@empresa.com,2025-07-08,Churned,2025-11-05
CLI-00509,Cliente CLI-00509,user_l-02949@empresa.com,2025-06-19,Churned,2025-07-19
CLI-00510,Cliente CLI-00510,user_l-02982@empresa.com,2025-07-11,Ativo,
CLI-00511,Cliente CLI-00511,user_l-02985@empresa.com,2025-06-17,Churned,2025-08-16
CLI-00512,Cliente CLI-00512,user_l-02989@empresa.com,2025-06-18,Churned,2025-08-17
CLI-00513,Cliente CLI-00513,user_l-03003@empresa.com,2025-07-11,Churned,2025-08-10
CLI-00514,Cliente CLI-00514,user_l-03029@empresa.com,2025-06-20,Churned,2025-07-20
CLI-00515,Cliente CLI-00515,user_l-03030@empresa.com,2025-06-15,Churned,2025-07-15
CLI-00516,Cliente CLI-00516,user_l-03039@empresa.com,2025-07-06,Churned,2025-08-05
CLI-00517,Cliente CLI-00517,user_l-03040@empresa.com,2025-06-15,Churned,2025-08-14
CLI-00518,Cliente CLI-00518,user_l-03044@empresa.com,2025-06-17,Churned,2025-07-17
CLI-00519,Cliente CLI-00519,user_l-03049@empresa.com,2025-07-11,Churned,2025-08-10
CLI-00520,Cliente CLI-00520,user_l-03053@empresa.com,2025-06-27,Churned,2025-07-27
CLI-00521,Cliente CLI-00521,user_l-03054@empresa.com,2025-06-28,Churned,2025-12-25
CLI-00522,Cliente CLI-00522,user_l-03064@empresa.com,2025-06-20,Churned,2025-07-20
CLI-00523,Cliente CLI-00523,user_l-03067@empresa.com,2025-06-24,Ativo,
CLI-00524,Cliente CLI-00524,user_l-03073@empresa.com,2025-06-26,Churned,2025-07-26
CLI-00525,Cliente CLI-00525,user_l-03084@empresa.com,2025-06-18,Churned,2025-07-18
CLI-00526,Cliente CLI-00526,user_l-03085@empresa.com,2025-06-20,Churned,2025-07-20
CLI-00527,Cliente CLI-00527,user_l-03093@empresa.com,2025-07-05,Churned,2025-09-03
CLI-00528,Cliente CLI-00528,user_l-03108@empresa.com,2025-06-27,Churned,2025-12-24
CLI-00529,Cliente CLI-00529,user_l-03109@empresa.com,2025-07-05,Churned,2025-09-03
CLI-00530,Cliente CLI-00530,user_l-03110@empresa.com,2025-07-05,Churned,2025-10-03
CLI-00531,Cliente CLI-00531,user_l-03112@empresa.com,2025-06-17,Churned,2025-11-14
CLI-00532,Cliente CLI-00532,user_l-03127@empresa.com,2025-06-20,Ativo,
CLI-00533,Cliente CLI-00533,user_l-03128@empresa.com,2025-07-10,Churned,2025-08-09
CLI-00534,Cliente CLI-00534,user_l-03134@empresa.com,2025-07-10,Churned,2025-09-08
CLI-00535,Cliente CLI-00535,user_l-03152@empresa.com,2025-06-23,Churned,2025-08-22
CLI-00536,Cliente CLI-00536,user_l-03161@empresa.com,2025-07-10,Churned,2025-09-08
CLI-00537,Cliente CLI-00537,user_l-03166@empresa.com,2025-07-02,Churned,2025-11-29
CLI-00538,Cliente CLI-00538,user_l-03171@empresa.com,2025-06-20,Churned,2025-07-20
CLI-00539,Cliente CLI-00539,user_l-03187@empresa.com,2025-06-28,Churned,2025-09-26
CLI-00540,Cliente CLI-00540,user_l-03206@empresa.com,2025-06-15,Churned,2025-08-14
CLI-00541,Cliente CLI-00541,user_l-03227@empresa.com,2025-07-05,Churned,2025-08-04
CLI-00542,Cliente CLI-00542,user_l-03269@empresa.com,2025-07-30,Churned,2025-08-29
CLI-00543,Cliente CLI-00543,user_l-03281@empresa.com,2025-08-02,Churned,2025-10-31
CLI-00544,Cliente CLI-00544,user_l-03290@empresa.com,2025-07-17,Churned,2025-10-15
CLI-00545,Cliente CLI-00545,user_l-03303@empresa.com,2025-07-29,Churned,2025-08-28
CLI-00546,Cliente CLI-00546,user_l-03306@empresa.com,2025-08-08,Churned,2025-12-06
CLI-00547,Cliente CLI-00547,user_l-03309@empresa.com,2025-08-09,Churned,2025-09-08
CLI-00548,Cliente CLI-00548,user_l-03328@empresa.com,2025-08-09,Churned,2025-09-08
CLI-00549,Cliente CLI-00549,user_l-03330@empresa.com,2025-07-20,Churned,2025-11-17
CLI-00550,Cliente CLI-00550,user_l-03331@empresa.com,2025-07-28,Churned,2025-09-26
CLI-00551,Cliente CLI-00551,user_l-03346@empresa.com,2025-07-21,Churned,2025-10-19
CLI-00552,Cliente CLI-00552,user_l-03350@empresa.com,2025-08-11,Churned,2025-12-09
CLI-00553,Cliente CLI-00553,user_l-03394@empresa.com,2025-08-05,Churned,2025-10-04
CLI-00554,Cliente CLI-00554,user_l-03411@empresa.com,2025-08-03,Churned,2025-09-02
CLI-00555,Cliente CLI-00555,user_l-03417@empresa.com,2025-08-02,Churned,2025-11-30
CLI-00556,Cliente CLI-00556,user_l-03458@empresa.com,2025-08-09,Churned,2025-09-08
CLI-00557,Cliente CLI-00557,user_l-03461@empresa.com,2025-08-06,Churned,2025-09-05
CLI-00558,Cliente CLI-00558,user_l-03470@empresa.com,2025-07-23,Churned,2025-08-22
CLI-00559,Cliente CLI-00559,user_l-03478@empresa.com,2025-07-25,Churned,2025-08-24
CLI-00560,Cliente CLI-00560,user_l-03480@empresa.com,2025-07-22,Churned,2025-08-21
CLI-00561,Cliente CLI-00561,user_l-03485@empresa.com,2025-07-31,Churned,2025-08-30
CLI-00562,Cliente CLI-00562,user_l-03494@empresa.com,2025-08-09,Churned,2025-12-07
CLI-00563,Cliente CLI-00563,user_l-03496@empresa.com,2025-08-11,Ativo,
CLI-00564,Cliente CLI-00564,user_l-03509@empresa.com,2025-07-17,Churned,2025-09-15
CLI-00565,Cliente CLI-00565,user_l-03513@empresa.com,2025-07-21,Ativo,
CLI-00566,Cliente CLI-00566,user_l-03520@empresa.com,2025-08-02,Churned,2025-10-01
CLI-00567,Cliente CLI-00567,user_l-03523@empresa.com,2025-08-01,Churned,2025-08-31
CLI-00568,Cliente CLI-00568,user_l-03529@empresa.com,2025-07-17,Churned,2025-08-16
CLI-00569,Cliente CLI-00569,user_l-03535@empresa.com,2025-07-17,Churned,2025-08-16
CLI-00570,Cliente CLI-00570,user_l-03536@empresa.com,2025-07-22,Churned,2025-10-20
CLI-00571,Cliente CLI-00571,user_l-03540@empresa.com,2025-08-05,Churned,2025-09-04
CLI-00572,Cliente CLI-00572,user_l-03549@empresa.com,2025-08-01,Ativo,
CLI-00573,Cliente CLI-00573,user_l-03550@empresa.com,2025-08-06,Churned,2025-09-05
CLI-00574,Cliente CLI-00574,user_l-03555@empresa.com,2025-08-08,Churned,2025-10-07
CLI-00575,Cliente CLI-00575,user_l-03565@empresa.com,2025-08-06,Churned,2025-09-05
